date,year,month,day,day_of_week,week_of_year,season,workout_type,minutes,minutes_raw,miles,pace_min_per_mile,comments,extras,is_race,race_name,race_distance,race_time,source_file
2005-10-15,2005,10,15,Saturday,41,fall,,,,8.0,,"Not a bad day. Finally getting back into things, this race is up there with Tufts. Due to construction, the course was apparently 172m short, or something like that. It rained all least week though (although the sun was out for our race!), and the course was ridiculously mucky and wet, especially at the start and finish, which were across fields of long grass. Everything that wasn't muddy was pavement, and I actually wore my XC flats from high school. Coach Taylor claims that the shortness is probably is equivalent to the bad conditions (i.e., it's ""worth"" a 19:34 5k), but I try to go by what I've run is what I've run, so yeah. Anyway, I think today was a good day mentally. Starting the second mile I just kept telling myself to only concentrate on that one mile, and not worry about the rest of the race, and it actually worked for the first third to half of the mile. Going up the long hill I lost Hana, but instead of giving up right away, I really gave it a good shot. I think next time I'll have the confidence to be more aggressive for even longer... next time being NEWMACs!","15:53 mi wu, 24:42 cd, strides. I tried the extra 400 or so thing before strides today... I don't know if it helped or if I just had a better day, but I don't think it can hurt. I'll consider making it a habit",1,"Albany Invitational, SUNY Albany, NY",4822m,19:34,fall05log.html
2005-10-16,2005,10,16,Sunday,41,fall,run,29.2,29:12,3.5,8.3429,"wasn't supposed to run, but the sun was out and I didn't feel like going to the pool",,0,,,,fall05log.html
2005-10-17,2005,10,17,Monday,42,fall,run,,?,8.0,,a solid paced run down to Fresh Pond and back via Brattle St. My legs are feeling a little beat,lifting,0,,,,fall05log.html
2005-10-18,2005,10,18,Tuesday,42,fall,run,66.78,66:47,8.0,8.3475,"fartlek at Arboretum, same deal as before but with 400 meter stretches. A solid workout with a lot of hills included. Didn't have time to ice bath",,0,,,,fall05log.html
2005-10-19,2005,10,19,Wednesday,42,fall,run,54.58,54:35,7.0,7.7971,Ugh. My legs are still dead as ever. Struggled to keep up with the pack; really glad it was a 200 today.,"FS200: 34, ice bath",0,,,,fall05log.html
2005-10-20,2005,10,20,Thursday,42,fall,grass loops,,,5.4,,"lost the timing for each loop, but they were all under 6 min and most in the 6:54 range. Legs still feeling a bit junky, Coach H reminded me to try my Stick.",lifting,0,,,,fall05log.html
2005-10-21,2005,10,21,Friday,42,fall,intervals,,,7.0,,"Pizza relay 1--5xs wilderness loop at FP. We were paired off so that one person's rest was her partner's running time, and the starts were staggered so that the fastest people started last and theoretically, all the teams would finish at the same time (or at least close). Steph and I started 3rd of 4. Finn and Jessie passed us by the 2nd repeat, but we made up ground on Liz L and Betsy on the fourth, finishing 3rd again. Definitely an intense workout, my gut was wrenching on the 4th as I tried to catch Liz, and the fifth was pretty brutal: 3:02, 3:08, 3:08, 3:05, 3:06. Legs starting to loosen up, although my quads were still kind of tired. I think it's the lack of AM workouts","(15) wu, 19:25 cd",0,,,,fall05log.html
2005-10-22,2005,10,22,Saturday,42,fall,run,57.85,57:51,7.5,7.7133,"drove out to Wellesley to watch part of the team run. Fun times with body paint, although the temp. dropped into the mid-40's. Jogged around putting up signs, then watched the race, then did a loop around the course, took a break for awards, and another loop. Kind of a silly run but whatever.",,0,,,,fall05log.html
2005-10-23,2005,10,23,Sunday,42,fall,aquajog,50.0,50,,,,,0,,,,fall05log.html
2005-10-24,2005,10,24,Monday,43,fall,run,63.3,63:18,8.0,7.9125,"cooling off a bit now, which made my joints a little achy",lifting,0,,,,fall05log.html
2005-10-25,2005,10,25,Tuesday,43,fall,run,59.62,59:37,7.5,7.9493,"even cooler today. started about 5:30 after a nice team meeting, and it was dark and cooling off a lot by the time we finished",,0,,,,fall05log.html
2005-10-26,2005,10,26,Wednesday,43,fall,pizza relays,,,6.0,,"The workout started with the Pizza Relay, a 3x1600 race (each runner doing one 1600). 10 minutes after the last finisher, we had to do the rest of our workout, 2x800 and 2x400 with 2:30 rest after the 8's and 75s rest between the 4's. I ran second leg, getting the baton a bit back from Gwen. I knew I had a faster 1600 in me than her, and set out on a controlled chase. I was making up ground each lap (although not as quickly as I had hoped), and by the back turn on the last lap I was pulling up. Went by her going around the turn and brought it in a few seconds ahead, good for a 5:44. Finished the rest of the workout well until the wheels fell off a bit on the last 400. Times were still where they were supposed to be: 3:05, 3:00, 81, 83.","wu, cd, strides",0,,,,fall05log.html
2005-10-27,2005,10,27,Thursday,43,fall,grass loops,28.73,28:44,3.6,7.9806,"loops in the sub 7:10 range, today. Nothing exciting, although nice and short to rest up for NEWMACs. I think I'm ready to roll","FS 200, 34. My continual 'one of the slowest in the full speed stuff' performance inspired the coaches to ask me what I thought about being a 5k/10k runner. Hmm...",0,,,,fall05log.html
2005-10-28,2005,10,28,Friday,43,fall,pre-meet,24.25,24:15,3.0,8.0833,"We get free internet here at the hotel and I have my 2.671 laptop with me, so looks like I get to update tonight. Drove out to Smith in the early afternoon and ran the course. Looks pretty good, muddy in some spots and covered in leaves, but overall pretty good. Plus it's supposed to drop to just under freezing tonight, and with the women racing first, hopefully that will solidify the course a bit. Might snow in the morning too, which is kind of exciting. I'm trying not to overthink tomorrow, but I feel pretty good. I just have to trust in the training and hope it comes together.",,0,,,,fall05log.html
2005-10-29,2005,10,29,Saturday,43,fall,,,,8.0,,"A decent effort on a tough course. I mostly executed the plan to go out smartly and move up, gaining 10 or so places over the last two miles. Really though, I should have gone out a little harder and moved up another 3-5 places, but I feel good about how the second and third miles went. It kills me, though, how bad I am on hills. Teamwise, we took fourth, which was kind of a bummer, especially with Smith in 3rd being only 1 point ahead. But that's just luck.","wu/cd, strides",1,"NEWMAC Championships, Smith College",5k,20:39,fall05log.html
2005-10-31,2005,10,31,Monday,44,fall,run,43.08,43:05,5.75,7.4922,"daylight savings time ended and now it's dark when we start running, which sucks. Went Harvard-Footbridge and got moving pretty well even though I was feeling pretty tired from classes and stuff. I guess the tired showed through, though, since I ended up getting sloppy and rolling my ankle while crossing the footbridge. I think the ligaments are so loose, by now, though, that no damage was done. I just really have to remember to keep the exercises up.",sprint drills,0,,,,fall05log.html
2005-11-02,2005,11,2,Wednesday,44,fall,run,48.8,48:48,6.5,7.5077,,FS200: 34,0,,,,fall05log.html
2005-11-03,2005,11,3,Thursday,44,fall,grass loops,43.23,43:14,5.5,7.86,,,0,,,,fall05log.html
2005-11-04,2005,11,4,Friday,44,fall,intervals,,,6.0,,"3x800, 4x400 with 2:00 jog after the 8's and 1:00 after the 4's. Window was 3:00-3:02, 85-87, and we managed 3:00, 2:59, 3:00, 85, 83, 83, 81. My legs were not moving well at all on the first one, but the second seemed significantly easier. Most of the time it was Adrienne leading, since she felt good and was doing well pacing, but I took a 400 and also tried to stay up in front and help out. A good workout in that we were beating the windows, but I still don't have the pop in my legs that I'm waiting for in the taper.","(17) wu, 14:42 cd, ice bath",0,,,,fall05log.html
2005-11-05,2005,11,5,Saturday,44,fall,run,31.47,31:28,4.0,7.8675,"Supposed to run a more substantial run, but 4 miles was all I could fit in before my cousin's Bat Mitzvah, since I wasn't willing to sacrifice a scarcely encountered full night's sleep. At this point in the season, though, I'm not too concerened, I got something in so that I wouldn't lose fitness, which is good enough.",,0,,,,fall05log.html
2005-11-07,2005,11,7,Monday,45,fall,run,47.72,47:43,6.0,7.9533,,light lifting,0,,,,fall05log.html
2005-11-08,2005,11,8,Tuesday,45,fall,intervals,,,5.5,,"A short, light version of last week's workout: 2x800, 3x400, with 2:30 after the 8's and 1:15 after the 4's, with windows of 2:57-3:00 and 85-87. 2:55, 2:57, 85, 83, 86. Still waiting for that end of season ""pop."" I think this school year is really dragging on me.","ice bath, wu/cd",0,,,,fall05log.html
2005-11-09,2005,11,9,Wednesday,45,fall,run,41.32,41:19,5.0,8.264,,sprint drills,0,,,,fall05log.html
2005-11-10,2005,11,10,Thursday,45,fall,grass loops,28.6,28:36,3.5,8.1714,"practice was short and sweet today, nothing like a good 4 grass loops.",ice bath,0,,,,fall05log.html
2005-11-11,2005,11,11,Friday,45,fall,pre-meet,22.88,22:53,3.0,7.6267,"I had a bit of a sore throat yesterday morning but I didn't think much of it, but after dinner yesterday, I started to get a headache and bodyaches, which was not good. Took some Tylenol Cold and slept for a good 11 hours or so last night, and I feeling at least mobile by the afternoon when we left for Springfield. Today I jogged around the course for a bit until I was feeling too worn out, then I stopped to walk the rest. I'm really hoping I can run tomorrow, but if I'm not 100% I should probably give the spot to Adrienne. We'll see",,0,,,,fall05log.html
2005-11-12,2005,11,12,Saturday,45,fall,,,,7.0,,"There's never any point in dwelling on the last meet of the season, but I'll just jot down a few quick reminders to myself for next year. I felt better when I woke up this morning and decided to race. I think from that moment on, I should have focused on removing any doubts on account of having been sick, because those doubts stayed with me and caused me to race more conservatively, something that I had been doing too much of this season to begin with. The start was really tight, 40-something teams with two people on the line. I got out what I thought was ok, hitting the mile in 6:10 or so, but in reality, it wasn't enough, because I spent almost the entirety of the race moving up, only to wind up in 115. Which means that if I went out 30 places further up, and maybe say I could pass 5 less people due to being tired, I'd have been much better off. But that's ok, that's just a lesson for larger, fast races that I forgot about this year. The same thing happened at NEWMACs. The positive side of the race was being able to work with Vicky and drag myself through the middle miles, I think it was a big push for both of us.","wu/cd, strides",1,"NCAA DIII New England Regionals, Springfield",6k,24:46,fall05log.html
2005-11-19,2005,11,19,Saturday,46,winter,run,,(24),3.0,,"Just a quick one to make me feel normal again. Did a short loop, swinging by Pearl on the way back to pick up something",lifting,0,,,,winter05log.html
2005-11-21,2005,11,21,Monday,47,winter,run,57.58,57:35,7.0,8.2257,"First day of indoor. Headed through Charlestown and back via the Comm. Ave with Steph, before ""testing"", where we ran a 55 and a 400. I was definitely no longer warmed up by the time I ran the 4, and it hurt a lot.","55 (9.75), 400 (76.36) - both two of the slowest times on the team, heh",0,,,,winter05log.html
2005-11-23,2005,11,23,Wednesday,47,winter,run,73.75,73:45,11.5,6.413,"I'm home! Oh, it's so good... slept a good 9.5 hrs last night, in my own bed, then headed over to TP state beach, where I did a standard Guy Fleming loop + dog beach and back. I was hurting a lot from Monday's testing, as expected, but somehow managed to put in a pretty good pace, although I wasn't trying to push it at all. Gotta love running in shorts and a sportabra in November.",Short strides in the parking lot (PM) Another 2.5 miles on my way over to the school to do chinups and pushups,0,,,,winter05log.html
2005-11-24,2005,11,24,Thursday,47,winter,run,50.07,50:04,6.0,8.345,"slept in and woke up hungry, so I ate and then had to wait awhile to run. Got going around noon, at which point it was wonderfully sunny and warm. I drove down to the bike path and attempted to run Green Monkey Loop plus the trail for 8 miles, but there was construction on the loop, and my legs were feeling fried so I cut the trail part short and went 6. The dead legs feeling was probably a result of spending a bit of time this morning moving our 200 lb TV... my parents were both feeling it too. No big deal, just taking this week to get back into it.",strides and ab work,0,,,,winter05log.html
2005-11-25,2005,11,25,Friday,47,winter,run,64.43,64:26,8.0,8.0538,"went to Potato Shack this morning and I was pretty full so I put off my run until around 1pm, although I was still feeling it at that point. wasn't too uncomfortable though. Just around the neighborhood, wandering a bit","lunges, crunches, some chinups and pushups",0,,,,winter05log.html
